Marital status,Course,Previous qualification,Mother's qualification,Father's qualification,Displaced,Educational special needs,Gender,Age at enrollment,International,Target
Single,Veterinary Nursing,Higher education - bachelor's degree,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Male,47,No,Dropout
Married,Management Evening Program,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,41,No,Dropout
Single,Agronomy,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,43,No,Graduate
Single,Agronomy,Secondary education,Secondary education,Basic education 1st cycle,No,No,Male,29,No,Dropout
Single,Computer Science,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,30,No,Dropout
Single,Management,Basic education 2nd cycle,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,26,No,Dropout
Single,Management Evening Program,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,27,No,Dropout
Married,Advertising and Marketing Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,36,No,Graduate
Single,Agronomy,Basic education 3rd cycle,Secondary education,Basic education 3rd cycle,No,No,Male,29,No,Dropout
Single,Computer Science,Secondary education,Unknown education level,Unknown education level,Yes,No,Male,35,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Male,18,No,Graduate
Single,Management Evening Program,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,24,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,18,No,Dropout
Single,Computer Science,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,21,No,Graduate
Single,Agronomy,Secondary education,Secondary education,Higher education - degree,No,No,Male,32,No,Graduate
Single,Computer Science,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,22,No,Dropout
Single,Agronomy,Higher education - degree,Secondary education,Basic education 2nd cycle,Yes,No,Male,32,No,Dropout
Single,Advertising and Marketing Management,Frequency of higher education,Unknown education level,Unknown education level,No,No,Male,35,No,Dropout
Single,Management,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Male,23,No,Dropout
Married,Advertising and Marketing Management,Secondary education,Unknown education level,Unknown education level,No,No,Male,35,No,Dropout
Married,Agronomy,Higher education - degree,Higher education - degree,Basic education 3rd cycle,No,No,Male,32,No,Graduate
Single,Basic Education,Secondary education,Unknown education level,Unknown education level,No,No,Male,20,No,Dropout
Single,Management Evening Program,Higher education - degree 1st cycle,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,44,No,Dropout
Married,Tourism,Basic education 3rd cycle,Basic education 1st cycle,Basic education 3rd cycle,No,No,Male,53,No,Graduate
Single,Computer Science,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,28,No,Dropout
Single,Management Evening Program,Higher education - degree,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,31,No,Dropout
Single,Agronomy,Secondary education,Secondary education,Higher education - degree,No,No,Male,44,No,Dropout
Single,Veterinary Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Male,19,No,Graduate
Single,Computer Science,Secondary education,Higher education - degree,Basic education 3rd cycle,No,No,Male,18,No,Dropout
Single,Agronomy,Technological specialization course,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,20,No,Graduate
Single,Communication Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,55,No,Graduate
Single,Computer Science,Secondary education,Other 11th year schooling,Basic education 3rd cycle,No,No,Male,19,No,Dropout
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,18,No,Graduate
Married,Journalism and Communication,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,43,No,Dropout
Single,Tourism,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,18,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Male,18,No,Dropout
Single,Tourism,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Male,20,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,No,No,Male,29,No,Dropout
Single,Equinculture,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,44,No,Dropout
Single,Communication Design,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,20,No,Dropout
Married,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,36,No,Dropout
Married,Veterinary Nursing,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,29,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Dropout
Single,Agronomy,Secondary education,Secondary education,Secondary education,No,No,Male,24,No,Dropout
Single,Journalism and Communication,Secondary education,Higher education - degree,Basic education 3rd cycle,No,No,Male,20,No,Graduate
Married,Social Service Evening Program,Basic education 3rd cycle,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,45,No,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,28,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,18,No,Graduate
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,23,No,Dropout
Single,Communication Design,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Male,22,No,Graduate
Single,Management Evening Program,Other 11th year schooling,Basic education 1st cycle,Basic education 2nd cycle,No,No,Male,33,No,Graduate
Single,Agronomy,Professional higher technical course,Secondary education,Basic education 2nd cycle,No,No,Male,21,No,Graduate
Married,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,45,No,Graduate
Married,Agronomy,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,44,No,Dropout
Divorced,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Male,42,No,Dropout
Single,Management,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Male,20,No,Dropout
Single,Tourism,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Male,20,No,Graduate
Single,Social Service Evening Program,Secondary education,Secondary education,Secondary education,No,No,Male,26,No,Dropout
Married,Agronomy,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,31,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,19,No,Graduate
Single,Journalism and Communication,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,28,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,20,No,Graduate
Married,Social Service Evening Program,Secondary education,Basic education 1st cycle,Secondary education,Yes,No,Female,43,No,Graduate
Single,Animation and Multimedia Design,Basic education 3rd cycle,Secondary education,Basic education 3rd cycle,No,No,Male,25,Yes,Dropout
Single,Social Service,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,Yes,Female,40,No,Dropout
Single,Veterinary Nursing,Technological specialization course,Higher education - doctorate,Higher education - master's degree,No,No,Female,20,Yes,Graduate
Married,Social Service Evening Program,Other 11th year schooling,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,46,No,Graduate
Single,Biofuel Production Technologies,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Female,26,No,Graduate
Married,Nursing,Secondary education,Higher education - degree,Secondary education,No,No,Female,34,No,Graduate
Single,Basic Education,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Dropout
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Oral Hygiene,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Social Service Evening Program,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,37,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,23,No,Graduate
Single,Communication Design,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,26,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,18,Yes,Dropout
Single,Nursing,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Female,19,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Female,18,Yes,Graduate
Single,Advertising and Marketing Management,Secondary education,Secondary education,Higher education - degree,Yes,No,Female,19,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Secondary education,No,No,Female,22,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,18,No,Graduate
Single,Tourism,Secondary education,Basic education 3rd cycle,Technological specialization course,No,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Tourism,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Tourism,Secondary education,Higher education - master's degree,Higher education - degree,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Basic Education,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Female,20,No,Dropout
Single,Social Service,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,19,No,Dropout
Single,Veterinary Nursing,Secondary education,Higher education - degree,Secondary education,Yes,No,Female,18,No,Graduate
Single,Communication Design,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Dropout
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Higher education - degree,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Single,Agronomy,Technological specialization course,Basic education 1st cycle,Basic education 2nd cycle,No,No,Female,20,No,Graduate
Single,Social Service,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Social Service,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Professional higher technical course,Secondary education,No,Yes,Female,20,Yes,Graduate
Single,Equinculture,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
